RXAtom_AUI,Most_Useful_Source_CODE,Source_Abbreviation,Term_Type_In_Source_TTY,Drug_String,Old_RXConcept_CUI,New_RXConcept_CUI
5917463,004982,NDDF,CDA,DOPAMINE HCL 40 mg/mL INTRAVEN SYRINGE (ML),1114880,1359745
5917464,004982,NDDF,CDC,DOPAMINE HCL 40 mg/mL INTRAVEN SYRINGE (ML),1114880,1359745
5917465,004985,NDDF,CDA,DOPAMINE HCL 40 mg/mL INTRAVEN VIAL (ML),1114880,1743939
5917466,004985,NDDF,CDC,DOPAMINE HCL 40 mg/mL INTRAVEN VIAL (ML),1114880,1743939
5917467,064570,NDDF,CDA,DOPAMINE HCL 400 mg/10 mL (40 mg/mL) INTRAVEN VIAL (ML),1114880,1743938
5917468,064570,NDDF,CDC,DOPAMINE HCL 400 mg/10 mL (40 mg/mL) INTRAVEN VIAL (ML),1114880,1743938
5917469,064571,NDDF,CDA,DOPAMINE HCL 400 mg/5 mL (80 mg/mL) INTRAVEN VIAL (ML),1114888,1743953
5917470,064571,NDDF,CDC,DOPAMINE HCL 400 mg/5 mL (80 mg/mL) INTRAVEN VIAL (ML),1114888,1743953
5917471,004983,NDDF,CDA,DOPAMINE HCL 80 mg/mL INTRAVEN SYRINGE (ML),1114888,1743958
5917472,004983,NDDF,CDC,DOPAMINE HCL 80 mg/mL INTRAVEN SYRINGE (ML),1114888,1743958
5917473,004986,NDDF,CDA,DOPAMINE HCL 80 mg/mL INTRAVEN VIAL (ML),1114888,1743951
5917474,004986,NDDF,CDC,DOPAMINE HCL 80 mg/mL INTRAVEN VIAL (ML),1114888,1743951
5917475,064572,NDDF,CDA,DOPAMINE HCL 800 mg/10 mL (80 mg/mL) INTRAVEN VIAL (ML),1114888,1743950
5917476,064572,NDDF,CDC,DOPAMINE HCL 800 mg/10 mL (80 mg/mL) INTRAVEN VIAL (ML),1114888,1743950
5917479,004981,NDDF,CDD,DOPAMINE HCL@160 mg/mL@INTRAVEN@SYRINGE (ML),1114874,1743867
5917480,064569,NDDF,CDD,DOPAMINE HCL@200 mg/5 mL (40 mg/mL)@INTRAVEN@VIAL (ML),1114880,1743941
5917481,004982,NDDF,CDD,DOPAMINE HCL@40 mg/mL@INTRAVEN@SYRINGE (ML),1114880,1359745
5917482,004985,NDDF,CDD,DOPAMINE HCL@40 mg/mL@INTRAVEN@VIAL (ML),1114880,1743939
5917483,064570,NDDF,CDD,DOPAMINE HCL@400 mg/10 mL (40 mg/mL)@INTRAVEN@VIAL (ML),1114880,1743938
5917484,064571,NDDF,CDD,DOPAMINE HCL@400 mg/5 mL (80 mg/mL)@INTRAVEN@VIAL (ML),1114888,1743953
5917485,004983,NDDF,CDD,DOPAMINE HCL@80 mg/mL@INTRAVEN@SYRINGE (ML),1114888,1743958
5917486,004986,NDDF,CDD,DOPAMINE HCL@80 mg/mL@INTRAVEN@VIAL (ML),1114888,1743951
5917487,064572,NDDF,CDD,DOPAMINE HCL@800 mg/10 mL (80 mg/mL)@INTRAVEN@VIAL (ML),1114888,1743950
5917624,042086,NDDF,CDA,DROPERIDOL 2.5 mg/mL INJECTION SYRINGE (ML),282485,1743694
5917625,042086,NDDF,CDC,DROPERIDOL 2.5 mg/mL INJECTION SYRINGE (ML),282485,1743694
5917628,042086,NDDF,CDD,DROPERIDOL@2.5 mg/mL@INJECTION@SYRINGE (ML),282485,1743694
5918255,058604,NDDF,CDA,FAMOTIDINE IN 0.9 % NACL 20 mg/10 mL INTRAVEN SYRINGE (ML),792168,1743845
5918256,058603,NDDF,CDA,FAMOTIDINE IN 0.9 % NACL 20 mg/5 mL INTRAVEN SYRINGE (ML),246216,1743847
5918257,058604,NDDF,CDC,FAMOTIDINE IN 0.9 % SODIUM CHLORIDE 20 mg/10 mL INTRAVEN SYRINGE (ML),792168,1743845
5918258,058603,NDDF,CDC,FAMOTIDINE IN 0.9 % SODIUM CHLORIDE 20 mg/5 mL INTRAVEN SYRINGE (ML),246216,1743847
5918259,058604,NDDF,CDD,FAMOTIDINE IN 0.9 % SODIUM CHLORIDE@20 mg/10 mL@INTRAVEN@SYRINGE (ML),792168,1743845
5918260,058603,NDDF,CDD,FAMOTIDINE IN 0.9 % SODIUM CHLORIDE@20 mg/5 mL@INTRAVEN@SYRINGE (ML),246216,1743847
5918261,063250,NDDF,CDA,FAMOTIDINE/PF 20 mg/2 mL INTRAVEN VIAL (ML),204441,1743833
5918262,063250,NDDF,CDC,FAMOTIDINE/PF 20 mg/2 mL INTRAVEN VIAL (ML),204441,1743833
5918263,063250,NDDF,CDD,FAMOTIDINE/PF@20 mg/2 mL@INTRAVEN@VIAL (ML),204441,1743833
5918653,016551,NDDF,CDA,FLUDARABINE PHOSPHATE 50 mg INTRAVEN VIAL (EA),310354,1740864
5918654,016551,NDDF,CDC,FLUDARABINE PHOSPHATE 50 mg INTRAVEN VIAL (EA),310354,1740864
5918655,058106,NDDF,CDA,FLUDARABINE PHOSPHATE 50 mg/2 mL INTRAVEN VIAL (ML),310354,1740865
5918656,058106,NDDF,CDC,FLUDARABINE PHOSPHATE 50 mg/2 mL INTRAVEN VIAL (ML),310354,1740865
5918657,058106,NDDF,CDD,FLUDARABINE PHOSPHATE@50 mg/2 mL@INTRAVEN@VIAL (ML),310354,1740865
5918658,016551,NDDF,CDD,FLUDARABINE PHOSPHATE@50 mg@INTRAVEN@VIAL (EA),310354,1740864
5919724,003970,NDDF,CDA,HALOPERIDOL LACTATE 5 mg/mL INJECTION VIAL (ML),1719647,1740430
5919725,003970,NDDF,CDC,HALOPERIDOL LACTATE 5 mg/mL INJECTION VIAL (ML),1719647,1740430
5919729,003970,NDDF,CDD,HALOPERIDOL LACTATE@5 mg/mL@INJECTION@VIAL (ML),1719647,1740430
5919824,006549,NDDF,CDA,"HEPARIN SODIUM,PORCINE 5,000 unit/mL INJECTION VIAL (ML)",1659265,1670358
5919825,006549,NDDF,CDC,"HEPARIN SODIUM,PORCINE 5,000 unit/mL INJECTION VIAL (ML)",1659265,1670358
5919908,006549,NDDF,CDD,"HEPARIN SODIUM,PORCINE@5,000 unit/mL@INJECTION@VIAL (ML)",1659265,1670358
5920499,047588,NDDF,CDA,HYPROMELLOSE 2 % INTRAOCULR SYRINGE (ML),284186,727866
5920500,047588,NDDF,CDC,HYPROMELLOSE 2 % INTRAOCULR SYRINGE (ML),284186,727866
5920504,047588,NDDF,CDD,HYPROMELLOSE@2 %@INTRAOCULR@SYRINGE (ML),284186,727866
5923104,067535,NDDF,CDA,METHOHEXITAL IN WATER/PF 100 mg/10 mL (10 mg/mL) INTRAVEN SYRINGE (ML),1244230,1740930
5923107,070744,NDDF,CDA,METHOHEXITAL SODIUM 200 mg INJECTION VIAL (EA),1244233,1741140
5923108,070744,NDDF,CDC,METHOHEXITAL SODIUM 200 mg INJECTION VIAL (EA),1244233,1741140
5923109,003560,NDDF,CDA,METHOHEXITAL SODIUM 5 gram INJECTION VIAL (EA),1244231,1741139
5923110,003560,NDDF,CDC,METHOHEXITAL SODIUM 5 gram INJECTION VIAL (EA),1244231,1741139
5923113,067535,NDDF,CDC,METHOHEXITAL SODIUM IN STERILE WATER FOR INJECTION/PF 100 mg/10 mL (10 mg/mL) INTRAVEN SYRINGE (ML),1244230,1740930
5923114,067535,NDDF,CDD,METHOHEXITAL SODIUM IN STERILE WATER FOR INJECTION/PF@100 mg/10 mL (10 mg/mL)@INTRAVEN@SYRINGE (ML),1244230,1740930
5923116,070744,NDDF,CDD,METHOHEXITAL SODIUM@200 mg@INJECTION@VIAL (EA),1244233,1741140
5923117,003560,NDDF,CDD,METHOHEXITAL SODIUM@5 gram@INJECTION@VIAL (EA),1244231,1741139
5923205,006724,NDDF,CDA,METHYLPREDNISOLONE ACETATE 40 mg/mL INJECTION VIAL (ML),1358610,1743816
5923206,006724,NDDF,CDC,METHYLPREDNISOLONE ACETATE 40 mg/mL INJECTION VIAL (ML),1358610,1743816
5923207,006725,NDDF,CDA,METHYLPREDNISOLONE ACETATE 80 mg/mL INJECTION VIAL (ML),1358617,1743943
5923208,006725,NDDF,CDC,METHYLPREDNISOLONE ACETATE 80 mg/mL INJECTION VIAL (ML),1358617,1743943
5923209,006722,NDDF,CDA,METHYLPREDNISOLONE ACETATE 80 mg/mL INTRAMUSC SYRINGE (ML),1358617,1744239
5923210,006722,NDDF,CDC,METHYLPREDNISOLONE ACETATE 80 mg/mL INTRAMUSC SYRINGE (ML),1358617,1744239
5923212,006724,NDDF,CDD,METHYLPREDNISOLONE ACETATE@40 mg/mL@INJECTION@VIAL (ML),1358610,1743816
5923213,006725,NDDF,CDD,METHYLPREDNISOLONE ACETATE@80 mg/mL@INJECTION@VIAL (ML),1358617,1743943
5923214,006722,NDDF,CDD,METHYLPREDNISOLONE ACETATE@80 mg/mL@INTRAMUSC@SYRINGE (ML),1358617,1744239
5923217,051557,NDDF,CDA,"METHYLPREDNISOLONE SOD SUCC 1,000 mg/8 mL INTRAVEN VIAL (EA)",105403,1743726
5923218,006730,NDDF,CDA,METHYLPREDNISOLONE SOD SUCC 125 mg INJECTION VIAL (EA),314099,1743704
5923219,051555,NDDF,CDA,METHYLPREDNISOLONE SOD SUCC 125 mg/2 mL INJECTION VIAL (EA),314099,1743704
5923220,006735,NDDF,CDA,METHYLPREDNISOLONE SOD SUCC 125 mg/mL INJECTION VIAL (ML),105403,1743704
5923227,051556,NDDF,CDA,METHYLPREDNISOLONE SOD SUCC 500 mg/4 mL INTRAVEN VIAL (EA),105403,1743720
5923228,065980,NDDF,CDA,"METHYLPREDNISOLONE SOD SUCC/PF 1,000 mg/8 mL INTRAVEN VIAL (EA)",105403,1743726
5923229,065978,NDDF,CDA,METHYLPREDNISOLONE SOD SUCC/PF 125 mg/2 mL INJECTION VIAL (EA),314099,1743704
5923231,065979,NDDF,CDA,METHYLPREDNISOLONE SOD SUCC/PF 500 mg/4 mL INTRAVEN VIAL (EA),105403,1743720
5923234,051557,NDDF,CDC,"METHYLPREDNISOLONE SODIUM SUCCINATE 1,000 mg/8 mL INTRAVEN VIAL (EA)",105403,1743726
5923235,006730,NDDF,CDC,METHYLPREDNISOLONE SODIUM SUCCINATE 125 mg INJECTION VIAL (EA),314099,1743704
5923236,051555,NDDF,CDC,METHYLPREDNISOLONE SODIUM SUCCINATE 125 mg/2 mL INJECTION VIAL (EA),314099,1743704
5923237,006735,NDDF,CDC,METHYLPREDNISOLONE SODIUM SUCCINATE 125 mg/mL INJECTION VIAL (ML),105403,1743704
5923244,051556,NDDF,CDC,METHYLPREDNISOLONE SODIUM SUCCINATE 500 mg/4 mL INTRAVEN VIAL (EA),105403,1743720
5923245,065980,NDDF,CDC,"METHYLPREDNISOLONE SODIUM SUCCINATE/PF 1,000 mg/8 mL INTRAVEN VIAL (EA)",105403,1743726
5923246,065978,NDDF,CDC,METHYLPREDNISOLONE SODIUM SUCCINATE/PF 125 mg/2 mL INJECTION VIAL (EA),314099,1743704
5923248,065979,NDDF,CDC,METHYLPREDNISOLONE SODIUM SUCCINATE/PF 500 mg/4 mL INTRAVEN VIAL (EA),105403,1743720
5923249,065980,NDDF,CDD,"METHYLPREDNISOLONE SODIUM SUCCINATE/PF@1,000 mg/8 mL@INTRAVEN@VIAL (EA)",105403,1743726
5923250,065978,NDDF,CDD,METHYLPREDNISOLONE SODIUM SUCCINATE/PF@125 mg/2 mL@INJECTION@VIAL (EA),314099,1743704
5923252,065979,NDDF,CDD,METHYLPREDNISOLONE SODIUM SUCCINATE/PF@500 mg/4 mL@INTRAVEN@VIAL (EA),105403,1743720
5923254,051557,NDDF,CDD,"METHYLPREDNISOLONE SODIUM SUCCINATE@1,000 mg/8 mL@INTRAVEN@VIAL (EA)",105403,1743726
5923256,051555,NDDF,CDD,METHYLPREDNISOLONE SODIUM SUCCINATE@125 mg/2 mL@INJECTION@VIAL (EA),314099,1743704
5923257,006735,NDDF,CDD,METHYLPREDNISOLONE SODIUM SUCCINATE@125 mg/mL@INJECTION@VIAL (ML),105403,1743704
5923258,006730,NDDF,CDD,METHYLPREDNISOLONE SODIUM SUCCINATE@125 mg@INJECTION@VIAL (EA),314099,1743704
5923263,051556,NDDF,CDD,METHYLPREDNISOLONE SODIUM SUCCINATE@500 mg/4 mL@INTRAVEN@VIAL (EA),105403,1743720
5923297,005130,NDDF,CDA,METOPROLOL TARTRATE 5 mg/5 mL INTRAVEN SYRINGE (ML),866508,1744259
5923298,005130,NDDF,CDC,METOPROLOL TARTRATE 5 mg/5 mL INTRAVEN SYRINGE (ML),866508,1744259
5923301,005130,NDDF,CDD,METOPROLOL TARTRATE@5 mg/5 mL@INTRAVEN@SYRINGE (ML),866508,1744259
5923429,070135,NDDF,CDA,MIDAZOLAM HCL/PF 5 mg/5 mL (1 mg/mL) INJECTION VIAL (ML),311700,1666800
5923430,070135,NDDF,CDC,MIDAZOLAM HCL/PF 5 mg/5 mL (1 mg/mL) INJECTION VIAL (ML),311700,1666800
5923439,070135,NDDF,CDD,MIDAZOLAM HCL/PF@5 mg/5 mL (1 mg/mL)@INJECTION@VIAL (ML),311700,1666800
5923545,008820,NDDF,CDA,MITOMYCIN 20 mg INTRAVEN VIAL (EA),314096,1740900
5923546,008820,NDDF,CDC,MITOMYCIN 20 mg INTRAVEN VIAL (EA),314096,1740900
5923547,008821,NDDF,CDA,MITOMYCIN 40 mg INTRAVEN VIAL (EA),314096,1740898
5923548,008821,NDDF,CDC,MITOMYCIN 40 mg INTRAVEN VIAL (EA),314096,1740898
5923549,008822,NDDF,CDA,MITOMYCIN 5 mg INTRAVEN VIAL (EA),314096,1740894
5923550,008822,NDDF,CDC,MITOMYCIN 5 mg INTRAVEN VIAL (EA),314096,1740894
5923551,008820,NDDF,CDD,MITOMYCIN@20 mg@INTRAVEN@VIAL (EA),314096,1740900
5923552,008821,NDDF,CDD,MITOMYCIN@40 mg@INTRAVEN@VIAL (EA),314096,1740898
5923553,008822,NDDF,CDD,MITOMYCIN@5 mg@INTRAVEN@VIAL (EA),314096,1740894
5924651,061716,NDDF,CDA,ONDANSETRON HCL/PF 4 mg/2 mL INJECTION VIAL (ML),283504,1740467
5924652,061716,NDDF,CDC,ONDANSETRON HCL/PF 4 mg/2 mL INJECTION VIAL (ML),283504,1740467
5924654,061716,NDDF,CDD,ONDANSETRON HCL/PF@4 mg/2 mL@INJECTION@VIAL (ML),283504,1740467
5924720,008908,NDDF,CDA,OXACILLIN SODIUM 1 gram INJECTION VIAL (EA),312130,1743547
5924721,008908,NDDF,CDC,OXACILLIN SODIUM 1 gram INJECTION VIAL (EA),312130,1743547
5924722,008906,NDDF,CDA,OXACILLIN SODIUM 1 gram INTRAVEN VIAL (EA),312130,1743547
5924723,008906,NDDF,CDC,OXACILLIN SODIUM 1 gram INTRAVEN VIAL (EA),312130,1743547
5924726,008910,NDDF,CDA,OXACILLIN SODIUM 2 gram INJECTION VIAL (EA),312130,1743549
5924727,008910,NDDF,CDC,OXACILLIN SODIUM 2 gram INJECTION VIAL (EA),312130,1743549
5924728,008907,NDDF,CDA,OXACILLIN SODIUM 2 gram INTRAVEN VIAL (EA),312130,1743549
5924729,008907,NDDF,CDC,OXACILLIN SODIUM 2 gram INTRAVEN VIAL (EA),312130,1743549
5924730,008911,NDDF,CDA,OXACILLIN SODIUM 250 mg INJECTION VIAL (EA),312130,1743553
5924731,008911,NDDF,CDC,OXACILLIN SODIUM 250 mg INJECTION VIAL (EA),312130,1743553
5924734,008912,NDDF,CDA,OXACILLIN SODIUM 4 gram INJECTION VIAL (EA),312130,1743551
5924735,008912,NDDF,CDC,OXACILLIN SODIUM 4 gram INJECTION VIAL (EA),312130,1743551
5924736,008913,NDDF,CDA,OXACILLIN SODIUM 500 mg INJECTION VIAL (EA),312130,1743550
5924737,008913,NDDF,CDC,OXACILLIN SODIUM 500 mg INJECTION VIAL (EA),312130,1743550
5924740,008908,NDDF,CDD,OXACILLIN SODIUM@1 gram@INJECTION@VIAL (EA),312130,1743547
5924741,008906,NDDF,CDD,OXACILLIN SODIUM@1 gram@INTRAVEN@VIAL (EA),312130,1743547
5924743,008910,NDDF,CDD,OXACILLIN SODIUM@2 gram@INJECTION@VIAL (EA),312130,1743549
5924744,008907,NDDF,CDD,OXACILLIN SODIUM@2 gram@INTRAVEN@VIAL (EA),312130,1743549
5924745,008911,NDDF,CDD,OXACILLIN SODIUM@250 mg@INJECTION@VIAL (EA),312130,1743553
5924747,008912,NDDF,CDD,OXACILLIN SODIUM@4 gram@INJECTION@VIAL (EA),312130,1743551
5924748,008913,NDDF,CDD,OXACILLIN SODIUM@500 mg@INJECTION@VIAL (EA),312130,1743550
5926811,028217,NDDF,CDA,ROPIVACAINE HCL/PF 2 mg/mL (0.2 %) INJECTION VIAL (ML),1734656,1734205
5926812,028217,NDDF,CDC,ROPIVACAINE HCL/PF 2 mg/mL (0.2 %) INJECTION VIAL (ML),1734656,1734205
5926818,028217,NDDF,CDD,ROPIVACAINE HCL/PF@2 mg/mL (0.2 %)@INJECTION@VIAL (ML),1734656,1734205
5927210,065900,NDDF,CDA,SODIUM CITRATE 4 % (3 mL) MISCELL SYRINGE (ML),348408,1743538
5927211,065900,NDDF,CDC,SODIUM CITRATE 4 % (3 mL) MISCELL SYRINGE (ML),348408,1743538
5927216,065900,NDDF,CDD,SODIUM CITRATE@4 % (3 mL)@MISCELL@SYRINGE (ML),348408,1743538
5928158,009305,NDDF,CDA,TOBRAMYCIN SULFATE 40 mg/mL INJECTION SYRINGE (ML),597823,1741276
5928159,009305,NDDF,CDC,TOBRAMYCIN SULFATE 40 mg/mL INJECTION SYRINGE (ML),597823,1741276
5928169,009305,NDDF,CDD,TOBRAMYCIN SULFATE@40 mg/mL@INJECTION@SYRINGE (ML),597823,1741276
5932045,N0000004093,NDFRT,SY,"Polyneuropathy, Inflammatory Demyelinating, Acute",1674879,1674844
5937411,67457-433,MTHSPL,DP,FAMOTIDINE 10 mg in 1 mL INTRAVENOUS INJECTION,204441,1743833
5937452,52125-809,MTHSPL,DP,"ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAVENOUS INJECTION, SOLUTION",283504,1740467
5938332,0009-3073,MTHSPL,DP,"METHYLPREDNISOLONE ACETATE 40 mg in 1 mL INTRASYNOVIAL INJECTION, SUSPENSION [Depo-Medrol]",1358612,1743781
5938333,0009-3475,MTHSPL,DP,"METHYLPREDNISOLONE ACETATE 80 mg in 1 mL INTRASYNOVIAL INJECTION, SUSPENSION [Depo-Medrol]",1358619,1743856
5943291,67457-495,MTHSPL,DP,FLUDARABINE PHOSPHATE 25 mg in 1 mL INTRAVENOUS INJECTION,310354,1740865
5943360,0009-3073,MTHSPL,DP,"Methylprednisolone Acetate 40 mg in 1 mL INTRA-ARTICULAR INJECTION, SUSPENSION [Depo-Medrol]",1358612,1743781
5943361,0009-3073,MTHSPL,DP,"Methylprednisolone Acetate 40 mg in 1 mL INTRALESIONAL INJECTION, SUSPENSION [Depo-Medrol]",1358612,1743781
5943362,0009-3073,MTHSPL,DP,"Methylprednisolone Acetate 40 mg in 1 mL INTRAMUSCULAR INJECTION, SUSPENSION [Depo-Medrol]",1358612,1743781
5943363,0009-3073,MTHSPL,DP,"Methylprednisolone Acetate 40 mg in 1 mL SOFT TISSUE INJECTION, SUSPENSION [Depo-Medrol]",1358612,1743781
5943390,52125-834,MTHSPL,DP,"ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAVENOUS INJECTION, SOLUTION [Ondansetron]",283504,1740467
5943758,23155-378,MTHSPL,DP,"ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAVENOUS INJECTION, SOLUTION",283504,1740467
5944619,4006166,VANDF,AB,DOPAMINE HCL 1.6MG/ML/DEXTROSE 5% INJ,1292751,1743878
5947272,N0000154196,NDFRT,AB,DOPAMINE HCL 1.6MG/ML/DEXTROSE 5% INJ,1292751,1743878
5950749,87414,GS,BD,Bayer Low Dose Aspirin Regimen 81mg Tablet,825181,794229
5950994,29509,MMSL,BD,"Aerospan, 80 mcg/inh inhalation aerosol",1245277,1744054
5954565,25021-301,MTHSPL,DP,adenosine 3 mg in 1 mL INTRAVENOUS INJECTION,1673955,856686
6340248,55154-3944,MTHSPL,DP,"METHYLPREDNISOLONE SODIUM SUCCINATE 125 mg in 1 mL INTRAMUSCULAR INJECTION, POWDER, FOR SOLUTION [Solu-Medrol]",207189,1743707
6340249,55154-3944,MTHSPL,DP,"METHYLPREDNISOLONE SODIUM SUCCINATE 125 mg in 1 mL INTRAVENOUS INJECTION, POWDER, FOR SOLUTION [Solu-Medrol]",207189,1743707
6340628,88640,MDDB,CD,Cranberry (Vaccinium macrocarpon) Chew Tab 50 MG,1539956,1538274
6340772,87745,GS,CD,Cranberry powder/extract 50mg Chewable tablet,1539956,1538274
6342042,131170,MMX,CD,"Cranberry Extract 50 MG Oral Tablet, Chewable",1539956,1538274
6342333,072320,NDDF,CDA,"CRANBERRY EXTRACT 50 mg ORAL TABLET, CHEWABLE",1539956,1538274
6342334,072320,NDDF,CDC,"CRANBERRY EXTRACT 50 mg ORAL TABLET, CHEWABLE",1539956,1538274
6342335,072320,NDDF,CDD,"CRANBERRY EXTRACT@50 mg@ORAL@TABLET, CHEWABLE",1539956,1538274
6343496,11344-538,MTHSPL,DP,Alcohol 558 mg in 1 mL TOPICAL GEL [Moisturizing Hand Sanitizer],1539929,1544204
6343613,52533-172,MTHSPL,DP,"FAMOTIDINE 2 mg in 1 mL INTRAVENOUS INJECTION, SOLUTION",792168,1743845
6344358,0409-7651,MTHSPL,DP,"HEPARIN SODIUM 5000 [USP'U] in 100 mL INTRAVENOUS INJECTION, SOLUTION [Heparin Sodium]",1659187,1659196
6381971,131236,MMX,CD,Sodium Fluoride 0.05% Oromucosal Solution,597965,240698
6384527,52125-983,MTHSPL,DP,ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAVENOUS SOLUTION,283504,1740467
6384979,0143-9891,MTHSPL,DP,ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAMUSCULAR INJECTION,283504,1740467
6384981,0143-9891,MTHSPL,DP,ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAVENOUS INJECTION,283504,1740467
6386352,61699-0047,MTHSPL,DP,"METHYLPREDNISOLONE SODIUM SUCCINATE 125 mg in 1 mL INTRAMUSCULAR INJECTION, POWDER, FOR SOLUTION [SOLU-MEDROL]",207189,1743707
6386353,61699-0047,MTHSPL,DP,"METHYLPREDNISOLONE SODIUM SUCCINATE 125 mg in 1 mL INTRAVENOUS INJECTION, POWDER, FOR SOLUTION [SOLU-MEDROL]",207189,1743707
6393799,0009-3475,MTHSPL,DP,"Methylprednisolone Acetate 80 mg in 1 mL INTRA-ARTICULAR INJECTION, SUSPENSION [Depo-Medrol]",1358619,1743856
6393800,0009-3475,MTHSPL,DP,"Methylprednisolone Acetate 80 mg in 1 mL INTRALESIONAL INJECTION, SUSPENSION [Depo-Medrol]",1358619,1743856
6393801,0009-3475,MTHSPL,DP,"Methylprednisolone Acetate 80 mg in 1 mL INTRAMUSCULAR INJECTION, SUSPENSION [Depo-Medrol]",1358619,1743856
6393802,0009-3475,MTHSPL,DP,"Methylprednisolone Acetate 80 mg in 1 mL SOFT TISSUE INJECTION, SUSPENSION [Depo-Medrol]",1358619,1743856
6398642,76126-100,MTHSPL,DP,"OXACILLIN SODIUM 1 g INTRAMUSCULAR INJECTION, POWDER, FOR SOLUTION",312130,1743547
6398643,76126-100,MTHSPL,DP,"OXACILLIN SODIUM 1 g INTRAVENOUS INJECTION, POWDER, FOR SOLUTION",312130,1743547
6398644,76126-101,MTHSPL,DP,"OXACILLIN SODIUM 2 g INTRAMUSCULAR INJECTION, POWDER, FOR SOLUTION",312130,1743549
6398645,76126-101,MTHSPL,DP,"OXACILLIN SODIUM 2 g INTRAVENOUS INJECTION, POWDER, FOR SOLUTION",312130,1743549
6399494,4033553,VANDF,CD,"ONDANSETRON HCL 2MG/ML (PF) INJ,SOLN",283504,1436569
6399495,4033553,VANDF,AB,ONDANSETRON HCL 2MG/ML (PF) SOLN INJ,283504,1436569
6400180,0703-0031,MTHSPL,DP,"METHYLPREDNISOLONE ACETATE 40 mg in 1 mL INTRA-ARTICULAR INJECTION, SUSPENSION",1358610,1743779
6400181,0703-0031,MTHSPL,DP,"METHYLPREDNISOLONE ACETATE 40 mg in 1 mL INTRALESIONAL INJECTION, SUSPENSION",1358610,1743779
6400182,0703-0051,MTHSPL,DP,"METHYLPREDNISOLONE ACETATE 80 mg in 1 mL INTRA-ARTICULAR INJECTION, SUSPENSION",1358617,1743855
6400183,0703-0051,MTHSPL,DP,"METHYLPREDNISOLONE ACETATE 80 mg in 1 mL INTRALESIONAL INJECTION, SUSPENSION",1358617,1743855
6401318,63868-938,MTHSPL,DP,MINERAL OIL 100 mg in 100 mL ORAL OIL,343017,1737556
6401681,88348,GS,BD,Plasbumin-25 Solution for Injection,545408,1742396
6401682,88357,GS,BD,Plasbumin-5 Solution for Injection,545410,1742229
6401695,88401,GS,BD,QVAR 40mcg/actuation Inhalation Aerosol,1548669,1360294
6403363,NOCODE,MMX,BD,Oxacillin Sodium 1 GM Injection Powder for Solution [PREMIERPRO RX OXACILLIN],312130,1743547
6403365,NOCODE,MMX,BD,Oxacillin Sodium 2 GM Injection Powder for Solution [PREMIERPRO RX OXACILLIN],312130,1743549
6404474,058346,NDDF,CDC,HISTRELIN ACETATE 50 mg (50 mcg/day) IMPLANT KIT,1294624,1740433
6404476,072331,NDDF,CDC,HISTRELIN ACETATE 50 mg (65 mcg/day) IMPLANT KIT,1294624,1740437
6404478,058346,NDDF,CDD,HISTRELIN ACETATE@50 mg (50 mcg/day)@IMPLANT@KIT,1294624,1740433
6404479,072331,NDDF,CDD,HISTRELIN ACETATE@50 mg (65 mcg/day)@IMPLANT@KIT,1294624,1740437
6405361,N0000190905,NDFRT,PT,"ONDANSETRON HCL 2MG/ML (PF) INJ,SOLN",283504,1436569
6405362,N0000190905,NDFRT,FN,"ONDANSETRON HCL 2MG/ML (PF) INJ,SOLN [VA Product]",283504,1436569
6405363,N0000190905,NDFRT,AB,ONDANSETRON HCL 2MG/ML (PF) SOLN INJ,283504,1436569
6406770,49580-0334,MTHSPL,DP,MINERAL OIL 100 mg in 100 mL ORAL OIL,343017,1737556
6408097,67184-0507,MTHSPL,DP,"ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAMUSCULAR INJECTION, SOLUTION",283504,1740467
6408098,67184-0507,MTHSPL,DP,"ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAVENOUS INJECTION, SOLUTION",283504,1740467
6410035,NOCODE,MMX,BD,Albumin Human 5% Intravenous Solution [FLEXBUMIN],1551892,1741986
6798086,0409-4755,MTHSPL,DP,"ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAMUSCULAR INJECTION, SOLUTION [Ondansetron]",283504,1740467
6798088,0409-4755,MTHSPL,DP,"ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAVENOUS INJECTION, SOLUTION [Ondansetron]",283504,1740467
6798626,55154-8329,MTHSPL,DP,"ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAMUSCULAR INJECTION, SOLUTION [Ondansetron]",283504,1740467
6798627,55154-8329,MTHSPL,DP,"ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAVENOUS INJECTION, SOLUTION [Ondansetron]",283504,1740467
6799060,0944-0491,MTHSPL,DP,"ALBUMIN HUMAN 0.05 g in 1 mL INTRAVENOUS INJECTION, SOLUTION [BUMINATE]",213522,1741766
